0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,1,2,0,0,0,0,1,0,0,0,0.10595483349349644,3

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,1,2,0,0,0,0,1,0,0,0,0.10595483349349644,3

0,1,0,2,0,1,0,1,0,0,0,0.5012621559437379,1

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,1,2,0,0,0,0,1,0,0,0,0.10595483349349644,3

0,1,0,2,0,1,0,1,0,0,0,0.5012621559437379,1

0,2,0,0,0,0,0,0,1,0,0,0.7931199101673411,3

0,0,0,0,0,0,0,0,0,0,0,0,0

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,1,2,0,0,0,0,1,0,0,0,0.10595483349349644,3

0,1,0,2,0,1,0,1,0,0,0,0.5012621559437379,1

0,2,0,0,0,0,0,0,1,0,0,0.7931199101673411,3

0,0,1,0,0,4,0,1,0,0,0,0.982253768297218,4

0,3,0,0,0,0,1,0,0,0,0,0.6223876210909914,5

0,0,1,0,0,1,0,0,0,0,1,0.36337212564571997,4

0,2,0,0,0,3,1,1,0,1,0,0.3517774968247309,2

0,2,0,0,0,3,0,0,0,1,0,0.3165116887501249,3

0,0,3,0,0,0,0,0,0,0,1,0.9977575570554124,4

0,1,2,0,0,0,0,1,0,0,0,0.10595483349349644,3

0,1,0,2,0,1,0,1,0,0,0,0.5012621559437379,1

0,2,0,0,0,0,0,0,1,0,0,0.7931199101673411,3

0,0,1,0,0,4,0,1,0,0,0,0.982253768297218,4

0,0,0,0,0,1,0,1,0,0,0,0.7953170732003856,5

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

2,0,0,0,0,2,0,0,0,1,0,0.6883353531565957,5

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

2,0,0,0,0,2,0,0,0,1,0,0.6883353531565957,5

1,0,1,0,0,0,1,1,0,1,0,0.9644297043248673,3

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

2,0,0,0,0,2,0,0,0,1,0,0.6883353531565957,5

1,0,1,0,0,0,1,1,0,1,0,0.9644297043248673,3

0,0,2,0,0,0,0,0,0,0,1,0.7049389208783002,2

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0

2,0,0,0,0,2,0,0,0,1,0,0.6883353531565957,5

1,0,1,0,0,0,1,1,0,1,0,0.9644297043248673,3

0,0,2,0,0,0,0,0,0,0,1,0.7049389208783002,2

